0|EAC4468893_1|1|1|emrC_Lis|emrC_Lis||1|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|multidrug_efflux_transporter_outer_membrane_subunit_EmrC	QUATERNARY AMMONIUM
949772255|WP_057094859_1|1|1|qacG2|qacG2|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_SMR_transporter_QacG2	STRESS
949780442|WP_057097547_1|1|2|aac(6_)-Ie2|aac(6_)-Ie2|acetyltransferase|2|AMIKACIN_KANAMYCIN_TOBRAMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6_)-Ie2_aminoglycoside_O-phosphotransferase_APH(2__)-If2	AMINOGLYCOSIDE
949781494|WP_057098416_1|1|1|aph(2__)-Ih|aph(2__)-Ih|phosphotransferase|2|AMIKACIN_GENTAMICIN_KANAMYCIN_TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(2__)-Ih	AMINOGLYCOSIDE
950104495|WP_057174064_1|1|1|blaOXY-1-12|blaOXY-1|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-1-12	BETA-LACTAM
950165551|WP_057215100_1|1|1|blaOKP-B-7|blaOKP-B|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_OKP-B-7	BETA-LACTAM
950237001|WP_057280848_1|1|1|cfxA4|cfxA4|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CfxA4	BETA-LACTAM
950493172|WP_057384527_1|1|1|blaOXA-1174|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1174	BETA-LACTAM
950497201|WP_057387633_1|1|1|blaOXA-1129|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1129	BETA-LACTAM
950497593|WP_057388025_1|1|1|blaPDC-197|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-197	BETA-LACTAM
950729396|WP_057493474_1|1|1|aac(6_)-Iak|aac(6_)-Iak|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6_)-Iak	AMINOGLYCOSIDE
950823245|WP_057521704_1|1|1|mecA-ceftar|mecA-ceftar|insensitivity|2|CEFTAROLINE_METHICILLIN|BETA-LACTAM|ceftaroline-resistant_PBP2a_family_peptidoglycan_transpeptidase_MecA	BETA-LACTAM
95110417|CAK15125_1|1|1|mexE|mexE|efflux|1|EFFLUX|EFFLUX|MexE_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit	EFFLUX
951235731|WP_057689930_1|1|1|blaOXA-207|blaOXA-24_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-24_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-207	BETA-LACTAM
951241289|WP_057691006_1|1|1|blaADC-78|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-78	BETA-LACTAM
951242095|WP_057691114_1|1|1|blaADC-182|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-182	BETA-LACTAM
953339420|WP_057991970_1|1|1|blaMCA|blaMCA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|MCA_family_class_C_beta-lactamase	BETA-LACTAM
953542619|WP_058017838_1|1|1|blaOXA-1132|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1132	BETA-LACTAM
953819019|WP_058052637_1|1|1|blaOXA-958|blaOXA-12_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-12_family_class_D_beta-lactamase_OXA-958	BETA-LACTAM
953976195|WP_058061931_1|1|1|blaOXA-497|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-497	BETA-LACTAM
959688383|WP_058124867_1|1|1|aac(6_)-31|aac(6_)-31|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6_)-31	AMINOGLYCOSIDE
959839687|WP_058128316_1|1|1|blaPDC-119|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-119	BETA-LACTAM
959840760|WP_058129018_1|1|1|blaPDC-104|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-104	BETA-LACTAM
959846415|WP_058132644_1|1|1|blaOXA-543|blaOXA-2_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|OXA-2_family_class_D_beta-lactamase_OXA-543	BETA-LACTAM
959847528|WP_058133312_1|1|1|ant(2__)-Ia|ant(2__)-Ia|nucleotidyltransferase|2|GENTAMICIN_KANAMYCIN_TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_nucleotidyltransferase_ANT(2__)-Ia	AMINOGLYCOSIDE
959851639|WP_058135553_1|1|1|blaPDC-455|blaPDC_var|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-455	BETA-LACTAM
959863282|WP_058142895_1|1|1|blaOXA-1027|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1027	BETA-LACTAM
959882895|WP_058157026_1|1|1|blaPDC-271|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-271	BETA-LACTAM
959890119|WP_058161279_1|1|1|blaPDC-207|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-207	BETA-LACTAM
959903632|WP_058169253_1|1|1|blaPDC-80|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_extended-spectrum_class_C_beta-lactamase_PDC-80	BETA-LACTAM
959904657|WP_058169941_1|1|1|blaPDC-225|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-225	BETA-LACTAM
959911064|WP_058174497_1|1|1|blaPDC-250|blaPDC_var|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-250	BETA-LACTAM
959913202|WP_058176209_1|1|1|blaPDC-100|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-100	BETA-LACTAM
959914825|WP_058177653_1|1|1|blaOXA-141|blaOXA-2_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|OXA-2_family_extended-spectrum_class_D_beta-lactamase_OXA-141	BETA-LACTAM
959918063|WP_058179966_1|1|1|aac(3)-IIIb|aac(3)-IIIb|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IIIb	AMINOGLYCOSIDE
959918488|WP_058180135_1|1|1|blaPDC-171|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-171	BETA-LACTAM
959944869|WP_058198950_1|1|1|blaPDC-86|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_PDC-86	BETA-LACTAM
960883498|WP_058354753_1|1|1|blaOXA-1024|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-1024	BETA-LACTAM
963309172|WP_058375744_1|1|1|blaOXA-157|blaOXA-62_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-62_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-157	BETA-LACTAM
9655957|AAF94613_1|1|1|ctxB|ctxB||1|||cholera_enterotoxin_binding_subunit_CtxB	VIRULENCE
9655958|AAF94614_1|1|1|ctxA|ctxA||1|||cholera_enterotoxin_catalytic_subunit_CtxA	VIRULENCE
966426418|WP_058468956_1|1|1|blaFEZ-1|blaFEZ|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_FEZ-1	BETA-LACTAM
966459398|WP_058492019_1|1|1|vanI|vanI|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|D-alanine--(R)-lactate_ligase_VanI	GLYCOPEPTIDE
969850952|WP_058611717_1|1|1|mecA1|mecA1|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA1	BETA-LACTAM
969896723|WP_058621816_1|1|1|mef(A)|mef(A)|efflux|2|ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(A)	MACROLIDE
970264134|WP_058648119_1|1|1|blaDHA-7|blaDHA|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_DHA-7	BETA-LACTAM
970269515|WP_058652112_1|1|1|dfrA34|dfrA34|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA34	TRIMETHOPRIM
970271035|WP_058653118_1|1|1|fosA7_7|fosA7_fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosA7_7	FOSFOMYCIN
970287743|WP_058664416_1|1|1|aadA1|aadA1|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA1	AMINOGLYCOSIDE
970298501|WP_058670847_1|1|1|blaCTX-M-96|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-96	BETA-LACTAM
970308038|WP_058677876_1|1|1|aac(6_)-Ia|aac(6_)-Ia|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6_-N-acetyltransferase_AAC(6_)-Ia	AMINOGLYCOSIDE
970318156|WP_058685609_1|1|1|sul1|sul1|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul1	SULFONAMIDE
970332265|WP_058690324_1|1|1|blaACT-102|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-102	BETA-LACTAM
970961002|WP_058842180_1|1|1|blaOXA-436|blaOXA-48_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-436	BETA-LACTAM
971009535|WP_058870660_1|1|1|blaOXA-651|blaOXA-211_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-651	BETA-LACTAM
971068645|WP_058879139_1|1|1|blaGOB-38|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-38	BETA-LACTAM
972002245|WP_058951457_1|1|1|blaOXA-652|blaOXA-211_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-652	BETA-LACTAM
973759396|WP_059155257_1|1|1|blaGOB-13|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-13	BETA-LACTAM
974662282|WP_059247009_1|1|1|blaADC-184|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-184	BETA-LACTAM
974678993|WP_059262713_1|1|1|blaOXA-92|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-92	BETA-LACTAM
974679003|WP_059262723_1|1|1|blaADC-81|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-81	BETA-LACTAM
979428323|WP_059323095_1|1|1|blaGOB-37|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-37	BETA-LACTAM
979474325|WP_059330348_1|1|1|blaCME-1|blaCME|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CME-1	BETA-LACTAM
979527960|AMA27886_1|1|1|rmpA|rmpA||1|||mucoid_phenotype_regulator_RmpA	VIRULENCE
979833834|WP_059345125_1|1|1|blaGOB-25|blaGOB|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3_metallo-beta-lactamase_GOB-25	BETA-LACTAM
979836329|WP_059347269_1|1|1|blaACT-4|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-4	BETA-LACTAM
980964872|WP_059385191_1|1|1|blaGES-24|blaGES|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_GES-24	BETA-LACTAM
981294928|WP_059512353_1|1|1|blaTLA-3|blaTLA|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_TLA-3	BETA-LACTAM
981815280|WP_060005294_1|1|1|blaPEN-N|blaPEN-N|hydrolase|2|BETA-LACTAM|BETA-LACTAM|PEN-N_family_class_A_beta-lactamase	BETA-LACTAM
983158493|WP_060454527_1|1|1|blaADC-214|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-214	BETA-LACTAM
983195552|WP_060470109_1|1|1|blaADC-217|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-217	BETA-LACTAM
983327881|WP_060512885_1|1|1|aadA5|aadA5|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA5	AMINOGLYCOSIDE
983383199|WP_060560340_1|1|1|aac(6_)_Serra|aac(6_)_Serra|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6_-N-acetyltransferase	AMINOGLYCOSIDE
983404063|WP_060571602_1|1|1|blaIMI-9|blaIMI|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_IMI-9	BETA-LACTAM
983406005|WP_060573544_1|1|1|blaACT-77|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-77	BETA-LACTAM
983425423|WP_060589395_1|1|1|blaVIM-29|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-29	BETA-LACTAM
983426929|WP_060590773_1|1|1|blaOKP-A-6|blaOKP-A|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_OKP-A-6	BETA-LACTAM
983451122|WP_060613455_1|1|1|blaOXA-162|blaOXA-48_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-48_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-162	BETA-LACTAM
983452922|WP_060614779_1|1|1|blaIMP-26|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-26	BETA-LACTAM
983454382|WP_060615518_1|1|1|blaTEM-169|blaTEM|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_TEM-169	BETA-LACTAM
983502831|WP_060655783_1|1|1|blaOKP-B-36|blaOKP-B|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_OKP-B-36	BETA-LACTAM
983531215|WP_060682854_1|1|1|blaCMY-49|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-49	BETA-LACTAM
983555919|WP_060706838_1|1|1|aac(6_)_Serra|aac(6_)_Serra|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6_-N-acetyltransferase	AMINOGLYCOSIDE
984659310|WP_060763488_1|1|1|vanB|vanB|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|D-alanine--(R)-lactate_ligase_VanB	GLYCOPEPTIDE
985494878|WP_060792851_1|1|1|vanC2_3|vanC2_3|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|D-alanine--D-serine_ligase_VanC2_3	GLYCOPEPTIDE
985494879|WP_060792852_1|1|1|vanXY-c2_3|vanXY-c2_3|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|D-Ala-D-Ala_dipeptidase_D-Ala-D-Ala_carboxypeptidase_VanXY-C	GLYCOPEPTIDE
985629314|WP_060855400_1|1|1|blaCMY-180|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-180	BETA-LACTAM
985813815|WP_060874262_1|1|1|blaMOC-1|blaMOC|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_MOC-1	BETA-LACTAM
9858183|AAG01033_1|1|1|stxA2c|stxA2c||1|STX2C|STX2|Shiga_toxin_Stx2c_subunit_A	VIRULENCE
986931|AAB59153_1|1|1|cadC_Sa|cadC_Sa||1|CADMIUM_LEAD_ZINC|CADMIUM_LEAD_ZINC|Cd(II)_Pb(II)_Zn(II)-sensing_metalloregulatory_transcriptional_repressor_CadC	STRESS
99030337|ABF61434_1|1|1|ncrA|ncrA||1|NICKEL|NICKEL|Metal_Resistance	STRESS
99030338|ABF61435_1|1|1|ncrB|ncrB||1|NICKEL|NICKEL|nickel-sensing_transcriptional_repressor_NcrB	STRESS
99030340|ABF61437_1|1|1|ncrY|ncrY||1|NICKEL|NICKEL|nickel_resistance_OB_fold_protein_NcrY	STRESS
991872253|AMG40538_1|1|1|sel|sel||1|||staphylococcal_enterotoxin_type_L	VIRULENCE
9948545|AAG05881_1|1|1|mexE|mexE|efflux|1|EFFLUX|EFFLUX|MexE_family_multidrug_efflux_RND_transporter_periplasmic_adaptor_subunit	EFFLUX
997194215|CXT91862_1|1|1|sel33|sel33||1|||staphylococcal_enterotoxin_type_33	VIRULENCE
9988580|AAG10695_1|1|1|perA|perA||1|||BFP_system_transcriptional_regulator_PerA	VIRULENCE
999916810|KXI80363_1|1|1|cesA|cesA||1|||cereulide_non-ribosomal_peptide_synthetase_CesA	VIRULENCE
0|WP_000064875_1|1|1|lpxA|lpxA|mutation|2|||acyl-ACP--UDP-N-acetylglucosamine_O-acyltransferase_LpxA	COLISTIN
0|WP_000159119_1|1|1|cdsA|cdsA|mutation|2|||phosphatidate_cytidylyltransferase_CdsA	LIPOPEPTIDE
0|WP_000240700_1|1|1|lpxC|lpxC|mutation|2|||UDP-3-O-acyl-N-acetylglucosamine_deacetylase_LpxC	COLISTIN
0|WP_000506490_1|1|1|fabI|fabI|mutation|2|||enoyl-_acyl-carrier-protein__reductase_FabI	TRICLOSAN
0|WP_000559382_1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	COLISTIN
0|WP_000642196_1|1|1|ftsI|ftsI|mutation|2|||penicillin-binding_protein_PBP3_FtsI	BETA-LACTAM
0|WP_000888203_1|1|1|oqxR|oqxR|mutation|2|||Rrf2_family_transcriptional_regulator_OqxR	TETRACYCLINE
0|WP_000948731_1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	FOSFOMYCIN
0|WP_000977920_1|1|1|ompF|ompF|mutation|2|||outer_membrane_protein_F_OmpF	BETA-LACTAM
0|WP_001010111_1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	FOSFOMYCIN
0|WP_001157751_1|1|1|ompR|ompR|mutation|2|||two-component_system_response_regulator_OmpR	BETA-LACTAM
0|WP_001181005_1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	TETRACYCLINE
0|WP_001212189_1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB	COLISTIN
0|WP_001281271_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	QUINOLONE
0|WP_002000718_1|1|1|adeL|adeL|mutation|2|||multidrug_efflux_transcriptional_repressor_AdeL	TETRACYCLINE
0|WP_002215394_1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10	TETRACYCLINE
0|WP_002215424_1|1|1|rplV|rplV|mutation|2|||50S_ribosomal_protein_L22	MACROLIDE
0|WP_002215445_1|1|1|rpsE|rpsE|mutation|2|||30S_ribosomal_protein_S5	AMINOGLYCOSIDE
0|WP_002225943_1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	RIFAMYCIN
0|WP_002240607_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	QUINOLONE
0|WP_002892080_1|1|1|acrR|acrR|mutation|2|||transcriptional_regulator_AcrR	TETRACYCLINE
0|WP_002911442_1|1|1|lpxM|lpxM|mutation|2|||lauroyl-Kdo(2)-lipid_IV(A)_myristoyltransferase_LpxM	COLISTIN
0|WP_002912926_1|1|1|cirA|cirA|mutation|2|||catecholate_siderophore_receptor_CirA	BETA-LACTAM
0|WP_002913005_1|1|1|ompK36|ompK36|mutation|2|||outer_membrane_porin_OmpK36	BETA-LACTAM
0|WP_003082436_1|1|1|phoP|phoP|mutation|2|||two-component_system_response_regulator_PhoP	COLISTIN
0|WP_003082438_1|1|1|phoQ|phoQ|mutation|2|||two-component_system_sensor_histidine_kinase_PhoQ	COLISTIN
0|WP_003088626_1|1|1|mexZ|mexZ|mutation|2|||TetR_family_transcriptional_regulator_MexZ	BETA-LACTAM
0|WP_003091272_1|1|1|dacB|dacB|mutation|2|||D-alanyl-D-alanine_carboxypeptidase_D-alanyl-D-alanine-endopeptidase_DacB	BETA-LACTAM
0|WP_003091448_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	QUINOLONE
0|WP_003095687_1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	QUINOLONE
0|WP_003096330_1|1|1|glpT|glpT|mutation|2|||glycerol-3-phosphate_transporter_GlpT	FOSFOMYCIN
0|WP_003102062_1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE	QUINOLONE
0|WP_003107312_1|1|1|mexB|mexB|mutation|2|||multidrug_efflux_RND_transporter_permease_subunit_MexB	BETA-LACTAM/QUINOLONE/TETRACYCLINE
0|WP_003112576_1|1|1|oprD|oprD|mutation|2|||outer_membrane_porin_OprD	BETA-LACTAM
0|WP_003112801_1|1|1|mexD|mexD|mutation|2|||multidrug_efflux_RND_transporter_permease_subunit_MexD	AZABICYCLOALKANE
0|WP_003112844_1|1|1|ampD|ampD|mutation|2|||beta-lactamase_expression_regulator_AmpD	BETA-LACTAM
0|WP_003137572_1|1|1|ampR|ampR|mutation|2|||transcriptional_regulator_AmpR	BETA-LACTAM
0|WP_003429305_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	QUINOLONE
0|WP_003429485_1|1|1|rpoC|rpoC|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoC	GLYCOPEPTIDE
0|WP_003434229_1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB	QUINOLONE
0|WP_003436174_1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	MACROLIDE
0|WP_003687357_1|1|1|ponA|ponA|mutation|2|||penicillin-binding_protein_1_PonA	BETA-LACTAM
0|WP_003688264_1|1|1|rpoD|rpoD|mutation|2|||RNA_polymerase_sigma_factor_RpoD	BETA-LACTAM
0|WP_003688895_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	QUINOLONE
0|WP_003690088_1|1|1|rplD|rplD|mutation|2|||50S_ribosomal_protein_L4	MACROLIDE
0|WP_003690105_1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	RIFAMYCIN
0|WP_003691666_1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE	QUINOLONE
0|WP_003693546_1|1|1|penA|penA|mutation|2|||penicillin-binding_protein_2_PenA	BETA-LACTAM
0|WP_003702942_1|1|1|folP|folP|mutation|2|||dihydropteroate_synthase_FolP	SULFONAMIDE
0|WP_004140292_1|1|1|lapB|lapB|mutation|2|||lipopolysaccharide_assembly_protein_LapB	COLISTIN
0|WP_004141771_1|1|1|ompK35|ompK35|mutation|2|||outer_membrane_porin_OmpK35	BETA-LACTAM
0|WP_004176968_1|1|1|ramR|ramR|mutation|2|||TetR_AcrR_family_transcriptional_regulator_RamR	TETRACYCLINE
0|WP_004186718_1|1|1|dut|dut|mutation|2|||dUTP_diphosphatase_Dut	TRIMETHOPRIM-SULFAMETHOXAZOLE
0|WP_004193008_1|1|1|yciV|yciV|mutation|2|||PHP_domain-containing_protein_YciV	TRIMETHOPRIM-SULFAMETHOXAZOLE
0|WP_004193055_1|1|1|amrR|amrR|mutation|2|||TetR_family_transcriptional_regulator_AmrR	BETA-LACTAM
0|WP_004526226_1|1|1|bpeR|bpeR|mutation|2|||TetR_family_transcriptional_regulator_BpeR	BETA-LACTAM
0|WP_004527513_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	QUINOLONE
0|WP_006490721_1|1|1|ampD|ampD|mutation|2|||1,6-anhydro-N-acetylmuramyl-L-alanine_amidase_AmpD	BETA-LACTAM
0|WP_006764872_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA	QUINOLONE
0|WP_010951227_1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC	QUINOLONE
0|WP_011861625_1|1|1|murG|murG|mutation|2|||undecaprenyldiphospho-muramoylpentapeptide_beta-N-acetylglucosaminyltransferase_MurG	GLYCOPEPTIDE
0|WP_014614750_1|1|1|rpoB|rpoB|mutation|2|||DNA-directed_RNA_polymerase_subunit_beta_RpoB	RIFAMYCIN
0|WP_019167736_1|1|1|grlA|grlA|mutation|2|||DNA_topoisomerase_GrlA	QUINOLONE
0|WP_031946942_1|1|1|pmrC|pmrC|mutation|2|||phosphoethanolamine--lipid_A_transferase_PmrC	COLISTIN
0|WP_047924300_1|1|1|mtrR|mtrR|mutation|2|||multidrug_efflux_system_transcriptional_repressor_MtrR	MACROLIDE/BETA-LACTAM/TETRACYCLINE
0|WP_050171206_1|1|1|gyrB|gyrB|mutation|2|||DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_GyrB	SPIROPYRIMIDINETRIONE
0|WP_070676928_1|1|1|pbp5|pbp5|mutation|2|||penicillin-binding_protein_5	BETA-LACTAM
